t,u,v,w,T
689.99999999992,2.194,-0.329,0.22,13.727
690.04999999992,2.177,-0.312,0.134,13.82
690.09999999992,2.196,-0.269,0.186,13.856
690.14999999992,2.257,-0.35,0.157,13.797
690.19999999992,2.24,-0.287,0.303,13.768
690.24999999992,2.209,-0.197,0.308,13.737
690.29999999992,2.187,-0.155,0.292,13.754
690.34999999992,2.246,-0.131,0.288,13.793
690.39999999992,2.257,-0.075,0.259,13.805
690.44999999992,2.242,-0.103,0.235,13.813
690.49999999992,2.171,-0.207,0.212,13.829
690.54999999992,2.264,-0.124,0.169,13.852
690.59999999992,2.257,-0.026,0.163,13.825
690.64999999992,2.246,-0.125,0.098,13.829
690.69999999992,2.213,-0.249,0.18,13.876
690.74999999992,2.315,-0.215,0.264,13.731
690.79999999992,2.287,-0.103,0.241,13.737
690.849999999919,2.309,-0.183,0.308,13.699
690.899999999919,2.234,-0.197,0.414,13.655
690.949999999919,2.162,-0.281,0.457,13.709
690.999999999919,2.211,-0.18,0.347,13.891
691.049999999919,2.303,-0.169,0.356,13.915
691.099999999919,2.355,-0.1,0.284,13.852
691.149999999919,2.375,-0.208,0.301,13.84
691.199999999919,2.486,-0.097,0.28,13.717
691.249999999919,2.34,-0.041,0.326,13.714
691.299999999919,2.397,0.017,0.321,13.666
691.349999999919,2.351,0.129,0.242,13.678
691.399999999919,2.454,0.2,0.324,13.688
691.449999999919,2.538,0.15,0.358,13.653
691.499999999919,2.342,0.139,0.481,13.699
691.549999999919,2.262,0.222,0.333,13.638
691.599999999919,2.329,0.03,0.443,13.655
691.649999999919,2.292,0.001,0.484,13.683
691.699999999919,2.322,-0.001,0.485,13.742
691.749999999919,2.205,0.051,0.43,13.677
691.799999999919,2.367,0.137,0.47,13.628
691.849999999919,2.238,0.235,0.401,13.636
691.899999999919,2.275,0.144,0.338,13.626
691.949999999918,2.167,0.164,0.288,13.531
691.999999999918,2.187,0.084,0.228,13.535
692.049999999918,2.154,0.036,0.373,13.511
692.099999999918,2.001,0.115,0.429,13.509
692.149999999918,2.077,0.063,0.515,13.479
692.199999999918,1.972,0.132,0.339,13.563
692.249999999918,2.072,0.004,0.458,13.629
692.299999999918,2.145,0.123,0.298,13.731
692.349999999918,2.231,0.08,0.304,13.79
692.399999999918,2.161,0.084,0.317,13.763
692.449999999918,2.133,0.093,0.437,13.67
692.499999999918,2.158,0.12,0.509,13.72
692.549999999918,2.005,0.18,0.495,13.666
692.599999999918,2.104,0.201,0.527,13.651
692.649999999918,2.141,0.048,0.547,13.82
692.699999999918,2.195,0.134,0.533,13.786
692.749999999918,2.08,0.085,0.546,13.808
692.799999999918,2.076,0.119,0.481,13.802
692.849999999918,2.065,0.091,0.462,13.83
692.899999999918,2.089,0.04,0.47,13.851
692.949999999918,2.068,0.151,0.495,13.756
692.999999999918,2.099,0.183,0.514,13.763
693.049999999917,2.166,0.191,0.604,13.658
693.099999999917,2.09,0.192,0.572,13.646
693.149999999917,2.115,0.191,0.522,13.514
693.199999999917,2.099,0.409,0.508,13.45
693.249999999917,2.112,0.31,0.579,13.476
693.299999999917,2.067,0.323,0.489,13.504
693.349999999917,2.121,0.497,0.346,13.389
693.399999999917,2.036,0.375,0.251,13.393
693.449999999917,2.299,0.277,0.332,13.391
693.499999999917,2.216,0.524,0.451,13.345
693.549999999917,2.247,0.585,0.389,13.337
693.599999999917,2.177,0.503,0.341,13.352
693.649999999917,2.087,0.504,0.256,13.344
693.699999999917,2.05,0.522,0.128,13.349
693.749999999917,2.069,0.587,0.1,13.454
693.799999999917,2.231,0.541,0.198,13.523
693.849999999917,2.267,0.489,0.352,13.494
693.899999999917,2.287,0.338,0.303,13.499
693.949999999917,2.355,0.434,0.418,13.455
693.999999999917,2.296,0.372,0.449,13.452
694.049999999917,2.318,0.286,0.259,13.454
694.099999999917,2.248,0.202,0.255,13.445
694.149999999916,2.087,0.114,0.245,13.448
694.199999999916,2.151,0.246,0.299,13.481
694.249999999916,2.218,0.12,0.308,13.465
694.299999999916,2.053,0.229,0.252,13.476
694.349999999916,2.21,-0.03,0.162,13.45
694.399999999916,2.326,0.072,0.03,13.452
694.449999999916,2.399,-0.04,0.1,13.46
694.499999999916,2.634,-0.196,-0.082,13.621
694.549999999916,2.706,-0.111,-0.032,13.666
694.599999999916,2.648,0.11,-0.023,13.638
694.649999999916,2.802,0.07,-0.143,13.653
694.699999999916,2.78,-0.024,-0.156,13.634
694.749999999916,2.76,-0.054,-0.142,13.644
694.799999999916,2.76,-0.037,-0.196,13.614
694.849999999916,2.695,0.065,-0.142,13.622
694.899999999916,2.724,0.074,-0.161,13.746
694.949999999916,2.678,-0.031,-0.089,13.744
694.999999999916,2.486,0.165,-0.058,13.695
695.049999999916,2.632,0.034,-0.127,13.68
695.099999999916,2.648,0.029,-0.076,13.769
695.149999999916,2.757,0.04,-0.108,13.682
695.199999999916,2.733,0.227,-0.195,13.643
695.249999999915,2.802,0.114,-0.156,13.66
695.299999999915,2.788,0.159,-0.162,13.7
695.349999999915,2.746,0.149,-0.152,13.714
695.399999999915,2.83,0.084,-0.135,13.66
695.449999999915,2.646,0.164,-0.206,13.589
695.499999999915,2.548,0.182,-0.278,13.592
695.549999999915,2.421,-0.06,0.132,13.604
695.599999999915,2.466,-0.041,0.378,13.602
695.649999999915,2.392,0.06,0.287,13.567
695.699999999915,2.284,0.084,0.281,13.594
695.749999999915,2.334,-0.035,0.133,13.656
695.799999999915,2.467,0.21,0.306,13.638
695.849999999915,2.295,-0.031,0.406,13.611
695.899999999915,2.377,-0.12,0.448,13.619
695.949999999915,2.655,-0.112,0.279,13.479
695.999999999915,2.549,0.079,0.331,13.345
696.049999999915,2.54,0.036,0.342,13.379
696.099999999915,2.446,-0.062,0.362,13.291
696.149999999915,2.407,0.011,0.305,13.349
696.199999999915,2.572,-0.144,0.243,13.524
696.249999999915,2.56,-0.038,0.393,13.32
696.299999999915,2.527,-0.009,0.287,13.516
696.349999999914,2.523,-0.05,0.334,13.499
696.399999999914,2.711,-0.026,0.308,13.756
696.449999999914,2.791,0.019,0.238,13.839
696.499999999914,2.785,0.002,0.198,13.829
696.549999999914,2.681,-0.087,0.258,13.876
696.599999999914,2.77,-0.144,0.287,13.861
696.649999999914,2.846,-0.024,0.238,13.817
696.699999999914,2.83,0.022,0.176,13.827
696.749999999914,2.703,0.133,0.208,13.84
696.799999999914,2.839,0.235,0.15,13.834
696.849999999914,2.685,0.258,0.06,13.83
696.899999999914,2.789,0.359,-0.018,13.815
696.949999999914,2.679,0.416,-0.034,13.78
696.999999999914,2.623,0.395,-0.017,13.747
697.049999999914,2.554,0.436,-0.027,13.802
697.099999999914,2.571,0.412,-0.01,13.808
697.149999999914,2.596,0.407,-0.009,13.819
697.199999999914,2.754,0.395,0.185,13.751
697.249999999914,2.756,0.326,0.202,13.69
697.299999999914,2.661,0.373,0.188,13.722
697.349999999914,2.579,0.479,0.148,13.749
697.399999999914,2.68,0.449,-0.001,13.72
697.449999999913,2.694,0.486,0.002,13.737
697.499999999913,2.671,0.488,-0.054,13.746
697.549999999913,2.664,0.635,-0.039,13.766
697.599999999913,2.63,0.587,-0.027,13.802
697.649999999913,2.658,0.635,0.01,13.793
697.699999999913,2.656,0.624,-0.036,13.78
697.749999999913,2.629,0.639,-0.131,13.771
697.799999999913,2.855,0.613,-0.079,13.749
697.849999999913,2.935,0.621,-0.01,13.764
697.899999999913,3.033,0.59,0.043,13.759
697.949999999913,2.871,0.425,0.137,13.759
697.999999999913,2.834,0.573,-0.093,13.759
698.049999999913,2.79,0.493,0.009,13.771
698.099999999913,2.85,0.411,0.073,13.785
698.149999999913,2.817,0.42,0.103,13.771
698.199999999913,2.702,0.408,0.106,13.768
698.249999999913,2.66,0.458,0.144,13.769
698.299999999913,2.708,0.578,0.036,13.766
698.349999999913,2.871,0.468,-0.013,13.797
698.399999999913,2.763,0.527,0.048,13.817
698.449999999913,2.869,0.541,0.014,13.729
698.499999999913,2.858,0.419,-0.001,13.797
698.549999999912,2.839,0.465,-0.078,13.788
698.599999999912,2.917,0.46,-0.084,13.778
698.649999999912,2.885,0.44,0.027,13.7
698.699999999912,2.806,0.436,-0.005,13.793
698.749999999912,2.829,0.461,-0.018,13.775
698.799999999912,2.722,0.416,-0.035,13.732
698.849999999912,2.635,0.415,-0.209,13.756
698.899999999912,2.769,0.507,-0.133,13.658
698.949999999912,2.817,0.613,-0.011,13.673
698.999999999912,2.742,0.576,-0.041,13.678
699.049999999912,2.754,0.527,-0.043,13.727
699.099999999912,2.674,0.547,-0.119,13.812
699.149999999912,2.776,0.598,-0.103,13.793
699.199999999912,2.734,0.611,-0.125,13.778
699.249999999912,2.698,0.578,-0.133,13.759
699.299999999912,2.796,0.563,-0.133,13.763
699.349999999912,2.777,0.601,-0.085,13.758
699.399999999912,2.661,0.596,-0.029,13.759
699.449999999912,2.67,0.508,-0.014,13.747
699.499999999912,2.655,0.572,0.002,13.734
699.549999999912,2.676,0.556,0.036,13.726
699.599999999912,2.696,0.573,0.053,13.567
699.649999999911,2.898,0.544,0.031,13.557
699.699999999911,2.913,0.427,0.021,13.533
699.749999999911,2.837,0.5,0.064,13.555
699.799999999911,2.644,0.459,0.11,13.538
699.849999999911,2.713,0.434,0.166,13.497
699.899999999911,2.717,0.53,0.281,13.487
699.949999999911,2.698,0.463,0.269,13.476
699.999999999911,2.867,0.486,0.271,13.519
700.049999999911,2.87,0.503,0.177,13.693
700.099999999911,2.841,0.422,0.047,13.761
700.149999999911,2.903,0.429,0.119,13.665
700.199999999911,2.822,0.479,0.164,13.653
700.249999999911,2.723,0.519,0.079,13.781
700.299999999911,2.707,0.525,0.031,13.79
700.349999999911,2.731,0.515,0.047,13.759
700.399999999911,2.686,0.414,0.032,13.734
700.449999999911,2.725,0.452,0.016,13.714
700.499999999911,2.718,0.37,0.015,13.715
700.549999999911,2.685,0.33,-0.073,13.714
700.599999999911,2.598,0.403,-0.052,13.709
700.649999999911,2.591,0.404,-0.064,13.717
700.699999999911,2.533,0.352,-0.029,13.707
700.74999999991,2.582,0.324,-0.027,13.737
700.79999999991,2.645,0.276,0.049,13.717
700.84999999991,2.529,0.364,0.028,13.715
700.89999999991,2.485,0.272,0.101,13.697
700.94999999991,2.464,0.25,0.113,13.702
700.99999999991,2.414,0.349,0.04,13.685
701.04999999991,2.319,0.172,-0.061,13.704
701.09999999991,2.508,0.151,0.006,13.72
701.14999999991,2.52,0.108,-0.044,13.704
701.19999999991,2.364,0.071,-0.089,13.688
701.24999999991,2.425,-0.083,-0.146,13.761
701.29999999991,2.372,-0.045,-0.148,13.724
701.34999999991,2.417,-0.046,-0.253,13.72
701.39999999991,2.448,-0.017,-0.231,13.58
701.44999999991,2.414,-0.06,-0.189,13.58
701.49999999991,2.478,0.026,-0.082,13.572
701.54999999991,2.434,0.151,0.038,13.624
701.59999999991,2.493,0.122,-0.008,13.573
701.64999999991,2.535,0.169,-0.033,13.565
701.69999999991,2.36,0.142,-0.085,13.563
701.74999999991,2.462,0.047,-0.169,13.601
701.79999999991,2.432,0.073,-0.073,13.589
701.849999999909,2.562,-0.037,-0.101,13.704
701.899999999909,2.588,0.1,-0.13,13.729
701.949999999909,2.637,0.091,-0.077,13.744
701.999999999909,2.648,0.068,-0.042,13.697
702.049999999909,2.556,0.013,-0.162,13.7
702.099999999909,2.616,0.05,-0.164,13.677
702.149999999909,2.586,0.083,-0.006,13.68
702.199999999909,2.543,-0.038,0.007,13.687
702.249999999909,2.42,0.05,0.068,13.673
702.299999999909,2.497,0.01,0.013,13.658
702.349999999909,2.443,-0.124,0.034,13.617
702.399999999909,2.763,-0.051,0.2,13.639
702.449999999909,2.683,0.088,0.113,13.648
702.499999999909,2.504,0.098,-0.352,13.638
702.549999999909,2.501,-0.177,-0.327,13.651
702.599999999909,2.58,-0.004,-0.203,13.638
702.649999999909,2.754,-0.09,-0.189,13.634
702.699999999909,2.734,-0.101,-0.15,13.614
702.749999999909,2.653,0.008,-0.081,13.604
702.799999999909,2.816,-0.117,0.025,13.606
702.849999999909,2.633,-0.075,-0.057,13.69
702.899999999909,2.621,-0.079,0.007,13.677
702.949999999908,2.423,0.203,-0.201,13.727
702.999999999908,2.668,0.089,-0.002,13.69
703.049999999908,2.461,0.242,-0.096,13.688
703.099999999908,2.673,0.222,-0.132,13.673
703.149999999908,2.626,0.055,0.061,13.68
703.199999999908,2.457,0.198,0.032,13.683
703.249999999908,2.507,0.044,-0.072,13.729
703.299999999908,2.615,0.177,-0.065,13.771
703.349999999908,2.679,0.35,-0.091,13.732
703.399999999908,2.732,0.318,-0.083,13.707
703.449999999908,2.717,0.329,-0.156,13.697
703.499999999908,2.799,0.294,-0.111,13.808
703.549999999908,2.731,0.24,-0.04,13.776
703.599999999908,2.671,0.367,-0.232,13.741
703.649999999908,2.69,0.44,-0.284,13.742
703.699999999908,2.75,0.419,-0.315,13.747
703.749999999908,2.627,0.494,-0.398,13.775
703.799999999908,2.568,0.375,-0.313,13.807
703.849999999908,2.492,0.206,-0.216,13.727
703.899999999908,2.53,-0.072,-0.129,13.7
703.949999999908,2.562,-0.058,-0.133,13.595
703.999999999908,2.522,-0.084,-0.129,13.582
704.049999999907,2.45,-0.117,-0.112,13.604
704.099999999907,2.417,-0.16,-0.128,13.624
704.149999999907,2.393,-0.181,0.074,13.595
704.199999999907,2.321,0.014,0.075,13.666
704.249999999907,2.253,0.037,-0.025,13.678
704.299999999907,2.316,0.003,0.101,13.685
704.349999999907,2.458,-0.045,-0.015,13.685
704.399999999907,2.346,-0.056,0.132,13.683
704.449999999907,2.296,0.036,0.04,13.677
704.499999999907,2.329,0.056,0.056,13.751
704.549999999907,2.324,0.038,0.013,13.759
704.599999999907,2.291,-0.058,0.023,13.749
704.649999999907,2.517,-0.025,0.049,13.71
704.699999999907,2.524,0.056,0.041,13.731
704.749999999907,2.526,0.1,0.069,13.729
704.799999999907,2.62,0.227,0.038,13.778
704.849999999907,2.84,0.124,-0.034,13.72
704.899999999907,2.625,0.364,0.187,13.742
704.949999999907,2.774,0.469,0.063,13.753
704.999999999907,2.688,0.504,-0.027,13.732
705.049999999907,2.674,0.49,0.023,13.747
705.099999999907,2.639,0.578,0.042,13.742
705.149999999906,2.718,0.602,0.034,13.72
705.199999999906,2.668,0.677,0.204,13.717
705.249999999906,2.722,0.55,0.139,13.661
705.299999999906,2.725,0.715,0.078,13.646
705.349999999906,2.638,0.536,0.369,13.72
705.399999999906,2.615,0.186,0.419,13.724
705.449999999906,2.628,0.062,0.24,13.683
705.499999999906,2.825,-0.028,0.316,13.673
705.549999999906,2.685,-0.113,0.272,13.655
705.599999999906,2.639,-0.078,0.308,13.634
705.649999999906,2.532,0.09,0.419,13.646
705.699999999906,2.428,-0.012,0.415,13.629
705.749999999906,2.418,0.069,0.431,13.597
705.799999999906,2.501,0.247,0.335,13.607
705.849999999906,2.457,0.323,0.319,13.59
705.899999999906,2.498,0.392,0.257,13.535
705.949999999906,2.464,0.422,0.125,13.585
705.999999999906,2.681,0.486,0.047,13.626
706.049999999906,2.87,0.358,0.083,13.585
706.099999999906,2.892,0.39,0.19,13.568
706.149999999906,2.894,0.43,0.235,13.541
706.199999999906,2.828,0.308,0.09,13.541
706.249999999905,2.997,0.195,0.135,13.555
706.299999999905,3.124,0.242,0.014,13.631
706.349999999905,3.016,0.212,0.05,13.638
706.399999999905,2.938,0.181,0.221,13.589
706.449999999905,2.881,0.198,0.24,13.536
706.499999999905,2.923,0.22,0.138,13.572
706.549999999905,3.035,0.338,0.145,13.628
706.599999999905,3.065,0.335,0.064,13.621
706.649999999905,3.019,0.327,0.156,13.614
706.699999999905,2.989,0.263,0.112,13.631
706.749999999905,3.042,0.417,0.207,13.621
706.799999999905,2.93,0.288,0.209,13.616
706.849999999905,2.919,0.259,0.178,13.629
706.899999999905,2.828,0.334,0.222,13.585
706.949999999905,2.957,0.322,0.149,13.626
706.999999999905,2.829,0.376,0.068,13.628
707.049999999905,2.972,0.345,0.191,13.589
707.099999999905,2.938,0.218,0.198,13.619
707.149999999905,2.927,0.142,0.139,13.616
707.199999999905,2.997,0.083,0.086,13.575
707.249999999905,3.342,0.175,-0.022,13.589
707.299999999905,3.102,0.102,0.14,13.595
707.349999999904,2.854,0.001,-0.024,13.601
707.399999999904,2.879,-0.06,0.142,13.602
707.449999999904,2.789,0.21,0.115,13.606
707.499999999904,2.787,0.147,0.415,13.592
707.549999999904,2.821,0.232,0.308,13.646
707.599999999904,2.659,0.083,0.257,13.641
707.649999999904,2.722,-0.413,-0.046,13.595
707.699999999904,3.049,-0.34,-0.017,13.644
707.749999999904,2.904,-0.174,-0.189,13.616
707.799999999904,2.846,0.041,-0.264,13.607
707.849999999904,2.728,0.05,-0.247,13.624
707.899999999904,2.767,0.086,-0.189,13.639
707.949999999904,2.703,0.152,-0.165,13.631
707.999999999904,2.715,0.211,-0.203,13.619
708.049999999904,2.87,0.25,-0.157,13.65
708.099999999904,2.874,0.165,-0.178,13.712
708.149999999904,2.954,0.213,-0.188,13.68
708.199999999904,2.925,0.257,-0.11,13.653
708.249999999904,2.9,0.23,-0.051,13.638
708.299999999904,2.86,0.305,-0.069,13.643
708.349999999904,2.871,0.196,-0.132,13.653
708.399999999904,2.909,0.223,-0.119,13.621
708.449999999903,2.93,0.223,-0.05,13.601
708.499999999903,2.865,0.162,0.03,13.59
708.549999999903,2.835,0.319,0.108,13.599
708.599999999903,2.709,0.323,0.123,13.602
708.649999999903,2.776,0.099,0.128,13.629
708.699999999903,2.932,0.14,0.144,13.587
708.749999999903,3.018,0.262,0.041,13.531
708.799999999903,2.956,0.237,0.014,13.552
708.849999999903,2.931,0.351,0.047,13.519
708.899999999903,2.93,0.371,0.069,13.524
708.949999999903,2.998,0.302,0.042,13.514
708.999999999903,3.141,0.217,0.125,13.555
709.049999999903,3.049,0.147,0.117,13.629
709.099999999903,3.023,0.126,0.085,13.66
709.149999999903,2.95,0.105,0.09,13.695
709.199999999903,2.908,0.122,0.087,13.727
709.249999999903,2.968,0.199,0.169,13.685
709.299999999903,2.978,0.151,0.245,13.619
709.349999999903,2.908,0.092,0.323,13.705
709.399999999903,2.864,0.104,0.196,13.607
709.449999999903,2.834,0.016,0.259,13.506
709.499999999903,2.771,0.041,0.185,13.472
709.549999999902,2.704,0.206,0.32,13.496
709.599999999902,2.525,0.158,0.318,13.499
709.649999999902,2.552,0.299,0.15,13.548
709.699999999902,2.657,0.4,0.082,13.536
709.749999999902,2.572,0.183,0.154,13.504
709.799999999902,2.604,0.205,0.065,13.501
709.849999999902,2.59,0.282,0.109,13.501
709.899999999902,2.691,0.331,-0.09,13.587
709.949999999902,2.74,0.372,-0.082,13.562
709.999999999902,2.842,0.379,-0.068,13.524
710.049999999902,2.663,0.322,0.085,13.506
710.099999999902,2.412,0.433,-0.024,13.509
710.149999999902,2.278,0.448,0.032,13.519
710.199999999902,2.307,0.241,0.173,13.509
710.249999999902,2.278,0.252,0.323,13.46
710.299999999902,2.197,0.42,0.204,13.47
710.349999999902,2.241,0.313,-0.008,13.503
710.399999999902,2.211,0.221,-0.032,13.533
710.449999999902,2.463,0.154,0.199,13.425
710.499999999902,2.318,0.353,0.329,13.427
710.549999999902,2.269,0.259,0.377,13.394
710.599999999902,2.279,0.317,0.362,13.393
710.649999999901,2.301,0.321,0.307,13.405
710.699999999901,2.183,0.316,0.28,13.408
710.749999999901,2.231,0.253,0.322,13.403
710.799999999901,2.276,0.24,0.34,13.399
710.849999999901,2.237,0.221,0.392,13.372
710.899999999901,2.325,0.296,0.397,13.356
710.949999999901,2.254,0.289,0.275,13.362
710.999999999901,2.311,0.346,0.224,13.303
711.049999999901,2.216,0.373,0.088,13.351
711.099999999901,2.095,0.276,0.054,13.325
711.149999999901,2.285,0.259,0.314,13.347
711.199999999901,2.271,0.377,0.431,13.332
711.249999999901,2.284,0.099,0.403,13.526
711.299999999901,2.328,0.22,0.09,13.531
711.349999999901,2.395,0.284,0.223,13.413
711.399999999901,2.27,0.518,0.372,13.342
711.449999999901,2.561,0.31,0.221,13.506
711.499999999901,2.427,0.259,0.243,13.555
711.549999999901,2.399,0.096,0.217,13.548
711.599999999901,2.42,0.194,0.105,13.467
711.649999999901,2.289,0.321,-0.03,13.482
711.699999999901,2.272,0.456,-0.037,13.501
711.7499999999,2.217,0.562,-0.043,13.535
711.7999999999,2.341,0.504,0.095,13.435
711.8499999999,2.405,0.442,0.103,13.41
711.8999999999,2.373,0.412,0.184,13.421
711.9499999999,2.331,0.398,0.173,13.408
711.9999999999,2.279,0.319,0.154,13.423
712.0499999999,2.339,0.347,0.22,13.435
712.0999999999,2.246,0.322,0.261,13.427
712.1499999999,2.304,0.305,0.278,13.374
712.1999999999,2.319,0.281,0.184,13.34
712.2499999999,2.34,0.375,0.26,13.339
712.2999999999,2.195,0.375,0.293,13.293
712.3499999999,2.19,0.369,0.194,13.31
712.3999999999,2.311,0.429,0.19,13.278
712.4499999999,2.26,0.375,0.285,13.467
712.4999999999,2.516,0.44,0.015,13.514
712.5499999999,2.491,0.46,0.094,13.521
712.5999999999,2.539,0.631,0.025,13.584
712.6499999999,2.543,0.604,-0.022,13.888
712.6999999999,2.707,0.748,-0.05,13.71
712.7499999999,2.66,0.802,-0.092,13.84
712.7999999999,2.704,0.51,0.036,13.773
712.849999999899,2.641,0.576,-0.052,13.699
712.899999999899,2.566,0.517,-0.012,13.638
712.949999999899,2.503,0.514,-0.032,13.646
712.999999999899,2.513,0.44,0.108,13.638
713.049999999899,2.428,0.68,0.09,13.634
713.099999999899,2.526,0.646,-0.002,13.633
713.149999999899,2.94,0.662,0.027,13.509
713.199999999899,2.806,0.803,0.138,13.523
713.249999999899,2.635,0.684,0.199,13.41
713.299999999899,2.943,0.702,0.155,13.573
713.349999999899,2.792,0.652,0.116,13.572
713.399999999899,3.032,0.5,0.126,13.83
713.449999999899,2.978,0.545,0.112,13.854
713.499999999899,2.962,0.526,-0.012,13.705
713.549999999899,2.972,0.403,-0.02,13.72
713.599999999899,2.962,0.512,0.017,13.795
713.649999999899,2.997,0.454,-0.01,13.778
713.699999999899,3.055,0.506,0.06,13.803
713.749999999899,3.093,0.522,-0.008,13.846
713.799999999899,3.084,0.537,-0.028,13.859
713.849999999899,3.109,0.53,-0.068,14.001
713.899999999899,3.122,0.461,-0.042,14.009
713.949999999898,3.038,0.4,0.018,13.984
713.999999999898,2.968,0.442,0.012,13.901
714.049999999898,2.759,0.483,0.047,13.925
714.099999999898,2.801,0.501,0.1,13.922
714.149999999898,2.83,0.57,0.063,13.913
714.199999999898,2.912,0.581,0.072,13.852
714.249999999898,2.896,0.54,-0.11,14.023
714.299999999898,3.002,0.539,-0.071,14.048
714.349999999898,2.946,0.488,-0.125,14.057
714.399999999898,2.896,0.443,-0.187,14.07
714.449999999898,2.855,0.461,-0.182,14.081
714.499999999898,2.886,0.397,-0.209,14.053
714.549999999898,2.809,0.434,-0.227,14.074
714.599999999898,2.823,0.482,-0.303,14.052
714.649999999898,2.895,0.501,-0.296,14.069
714.699999999898,2.829,0.509,-0.251,14.048
714.749999999898,2.824,0.503,-0.16,14.062
714.799999999898,2.777,0.5,-0.145,14.045
714.849999999898,2.806,0.512,-0.136,14.037
714.899999999898,2.746,0.534,-0.072,14.064
714.949999999898,2.831,0.522,-0.075,14.042
714.999999999898,3.055,0.367,-0.092,13.918
715.049999999897,2.861,0.592,-0.051,13.905
715.099999999897,2.936,0.539,0.092,13.906
715.149999999897,2.954,0.544,0.082,13.903
715.199999999897,2.858,0.413,0.183,13.883
715.249999999897,2.823,0.386,0.233,13.9
715.299999999897,2.777,0.49,0.235,13.915
715.349999999897,2.813,0.549,0.265,13.923
715.399999999897,2.788,0.486,0.275,13.868
715.449999999897,2.742,0.535,0.324,13.775
715.499999999897,2.809,0.468,0.206,13.781
715.549999999897,2.71,0.555,0.082,13.854
715.599999999897,2.715,0.597,0.079,13.834
715.649999999897,2.748,0.703,0.131,13.79
715.699999999897,2.835,0.705,0.068,13.849
715.749999999897,2.728,0.77,0.108,13.783
715.799999999897,2.743,0.795,0.111,13.815
715.849999999897,2.645,0.783,-0.04,14.062
715.899999999897,2.708,0.931,0.022,13.947
715.949999999897,2.757,0.749,-0.083,13.766
715.999999999897,2.71,0.821,-0.09,13.785
716.049999999897,2.934,0.597,-0.114,13.785
716.099999999897,2.991,0.539,-0.099,13.928
716.149999999896,2.794,0.806,-0.137,13.988
716.199999999896,2.949,0.741,-0.085,13.915
716.249999999896,2.879,0.6,-0.185,13.991
716.299999999896,2.723,0.55,-0.023,14.033
716.349999999896,2.607,0.601,-0.149,13.935
716.399999999896,2.676,0.566,-0.231,13.905
716.449999999896,2.723,0.802,-0.319,13.864
716.499999999896,2.796,0.854,-0.066,13.783
716.549999999896,2.811,0.828,-0.208,13.747
716.599999999896,2.848,0.815,-0.241,13.714
716.649999999896,2.965,0.964,-0.105,13.857
716.699999999896,3.066,1.017,-0.115,13.977
716.749999999896,2.921,1.031,-0.132,14.113
716.799999999896,2.927,1.001,-0.142,14.045
716.849999999896,2.898,1.054,-0.14,14.004
716.899999999896,2.802,1.079,-0.231,13.835
716.949999999896,2.961,0.936,-0.099,13.759
716.999999999896,3.023,0.756,-0.024,13.656
717.049999999896,2.757,0.846,-0.103,13.712
717.099999999896,2.793,0.713,-0.1,13.65
717.149999999896,2.638,0.458,-0.032,13.67
717.199999999896,2.74,0.65,0.009,13.629
717.249999999895,2.645,0.374,0.056,13.646
717.299999999895,2.771,0.488,0.021,13.643
717.349999999895,2.896,0.4,0.056,13.673
717.399999999895,2.863,0.318,0.036,13.633
717.449999999895,2.999,0.368,0.078,13.634
717.499999999895,2.886,0.78,0.184,13.65
717.549999999895,2.783,0.269,0.137,13.553
717.599999999895,2.681,0.356,0.023,13.648
717.649999999895,2.529,0.619,0.157,13.616
717.699999999895,2.599,0.373,0.069,13.648
717.749999999895,2.452,0.285,0.081,13.646
717.799999999895,2.466,0.473,0.175,13.643
717.849999999895,2.576,0.472,0.287,13.611
717.899999999895,2.437,0.526,0.213,13.641
717.949999999895,2.546,0.605,0.259,13.678
717.999999999895,2.451,0.518,0.35,13.633
718.049999999895,2.389,0.581,0.384,13.626
718.099999999895,2.372,0.488,0.319,13.58
718.149999999895,2.408,0.337,0.333,13.552
718.199999999895,2.345,0.231,0.297,13.563
718.249999999895,2.442,0.334,0.255,13.541
718.299999999895,2.488,0.156,0.199,13.54
718.349999999894,2.459,0.173,0.118,13.575
718.399999999894,2.484,0.254,0.276,13.487
718.449999999894,2.452,0.408,0.263,13.509
718.499999999894,2.521,0.336,0.26,13.519
718.549999999894,2.315,0.279,0.116,13.541
718.599999999894,2.282,0.165,0.194,13.536
718.649999999894,2.203,0.151,0.176,13.546
718.699999999894,2.336,0.018,0.201,13.543
718.749999999894,2.262,0.146,0.177,13.526
718.799999999894,2.443,-0.026,0.258,13.545
718.849999999894,2.343,0.152,0.22,13.558
718.899999999894,2.447,0.363,0.22,13.567
718.949999999894,2.244,0.357,0.147,13.56
718.999999999894,2.359,0.267,0.067,13.557
719.049999999894,2.31,0.157,0.238,13.582
719.099999999894,2.391,0.247,0.343,13.513
719.149999999894,2.451,0.132,0.398,13.487
719.199999999894,2.471,0.082,0.453,13.482
719.249999999894,2.688,0.03,0.51,13.452
719.299999999894,2.684,0.056,0.428,13.425
719.349999999894,2.912,-0.117,0.327,13.379
719.399999999894,2.916,-0.205,0.269,13.384
719.449999999893,2.66,-0.133,0.361,13.378
719.499999999893,2.865,-0.165,0.267,13.435
719.549999999893,2.912,-0.33,0.071,13.477
719.599999999893,2.81,-0.296,0.017,13.465
719.649999999893,2.763,-0.35,-0.045,13.443
719.699999999893,2.731,-0.342,-0.022,13.714
