t,u,v,w,T
1600.19999999909,2.469,-0.439,-0.254,13.768
1600.24999999909,2.498,-0.137,-0.19,13.773
1600.29999999909,2.501,0.067,0.157,13.817
1600.34999999909,2.473,-0.005,0.123,13.868
1600.39999999909,2.429,-0.045,0.114,13.888
1600.44999999909,2.417,-0.011,0.153,13.917
1600.49999999909,2.335,0.134,0.149,13.722
1600.54999999909,2.32,0.082,0.228,13.68
1600.59999999909,2.214,-0.039,0.173,13.655
1600.64999999909,2.109,-0.146,0.271,13.69
1600.69999999909,2.154,-0.261,0.271,13.707
1600.74999999909,2.029,-0.26,0.276,13.883
1600.79999999909,2.051,-0.296,0.287,13.747
1600.84999999909,2.004,-0.226,0.28,13.754
1600.89999999909,2.079,-0.218,0.303,13.854
1600.94999999909,2.181,-0.292,0.296,13.775
1600.99999999909,2.223,-0.363,0.168,13.761
1601.04999999909,2.244,-0.38,0.138,13.727
1601.09999999909,2.254,-0.428,0.166,13.734
1601.14999999909,2.197,-0.322,0.106,13.731
1601.19999999909,2.043,-0.326,0.272,13.761
1601.24999999909,2.112,-0.232,0.278,13.731
1601.29999999909,2.102,-0.235,0.238,13.699
1601.34999999909,2.226,-0.155,0.237,13.648
1601.39999999909,2.189,0.01,0.157,13.633
1601.44999999909,2.105,-0.058,0.097,13.609
1601.49999999909,2.3,-0.173,0.134,13.589
1601.54999999909,2.246,-0.212,0.179,13.631
1601.59999999909,2.229,-0.321,0.01,13.641
1601.64999999909,2.311,-0.264,0.068,13.758
1601.69999999909,2.307,0.012,0.004,13.803
1601.74999999909,2.289,0.126,0.008,13.775
1601.79999999909,2.365,0.121,-0.09,13.759
1601.84999999909,2.598,0.032,0.064,13.697
1601.89999999909,2.566,0.207,0.072,13.754
1601.94999999909,2.572,0.208,0.022,13.712
1601.99999999909,2.655,0.037,0.166,13.712
1602.04999999909,2.546,0.061,0.242,13.736
1602.09999999909,2.653,0.141,0.23,13.786
1602.14999999909,2.674,0.062,0.165,13.773
1602.19999999909,2.67,-0.021,0.325,13.665
1602.24999999909,2.483,-0.186,0.35,13.611
1602.29999999909,2.575,0.022,0.219,13.688
1602.34999999909,2.532,0.17,0.308,13.67
1602.39999999909,2.36,-0.069,0.31,13.692
1602.44999999909,2.504,0.037,0.266,13.699
1602.49999999909,2.639,-0.065,0.192,13.727
1602.54999999909,2.556,-0.124,0.116,13.761
1602.59999999909,2.606,-0.131,0.105,13.734
1602.64999999909,2.598,-0.191,0.043,13.705
1602.69999999909,2.501,-0.35,0.043,13.709
1602.74999999909,2.649,-0.338,0.028,13.675
1602.79999999909,2.632,-0.095,0.131,13.656
1602.84999999909,2.443,-0.149,0.135,13.651
1602.89999999909,2.362,-0.146,0.219,13.612
1602.94999999909,2.368,-0.115,0.193,13.592
1602.99999999909,2.325,-0.253,-0.011,13.643
1603.04999999909,2.264,-0.156,0.075,13.599
1603.09999999909,2.398,-0.123,0.12,13.555
1603.14999999909,2.28,-0.241,0.166,13.599
1603.19999999909,2.337,-0.169,0.333,13.639
1603.24999999909,2.444,-0.252,0.27,13.535
1603.29999999909,2.372,-0.225,0.276,13.489
1603.34999999909,2.459,-0.217,0.201,13.415
1603.39999999909,2.372,-0.207,0.265,13.41
1603.44999999909,2.301,-0.2,0.25,13.401
1603.49999999909,2.273,-0.269,0.24,13.376
1603.54999999909,2.301,-0.196,0.247,13.324
1603.59999999909,2.351,-0.206,0.238,13.317
1603.64999999909,2.44,-0.14,0.285,13.433
1603.69999999909,2.346,-0.104,0.193,13.57
1603.74999999909,2.39,-0.339,0.285,13.562
1603.79999999909,2.389,-0.591,0.127,13.597
1603.84999999909,2.309,-0.625,0.057,13.609
1603.89999999909,2.229,-0.575,0.025,13.614
1603.94999999909,2.277,-0.595,0.024,13.617
1603.99999999909,2.518,-0.442,0.111,13.57
1604.04999999909,2.219,-0.257,0.231,13.486
1604.09999999909,2.246,-0.26,0.199,13.524
1604.14999999909,2.214,-0.179,0.248,13.519
1604.19999999909,2.186,-0.253,0.331,13.494
1604.24999999909,2.273,-0.286,0.38,13.416
1604.29999999909,2.231,-0.262,0.343,13.403
1604.34999999909,2.19,-0.42,0.408,13.361
1604.39999999909,2.128,-0.539,0.357,13.557
1604.44999999909,2.142,-0.599,0.397,13.524
1604.49999999909,2.073,-0.641,0.333,13.601
1604.54999999909,2.009,-0.51,0.313,13.628
1604.59999999909,2.132,-0.474,0.379,13.641
1604.64999999909,2.039,-0.503,0.275,13.643
1604.69999999909,1.979,-0.447,0.227,13.653
1604.74999999909,2.21,-0.819,-0.115,13.695
1604.79999999909,2.308,-0.88,-0.111,13.731
1604.84999999909,2.28,-0.72,-0.319,13.727
1604.89999999909,2.407,-0.687,-0.459,13.69
1604.94999999909,2.486,-0.623,-0.312,13.715
1604.99999999909,2.336,-0.468,-0.317,13.707
1605.04999999909,2.337,-0.637,-0.279,13.71
1605.09999999909,2.259,-0.37,-0.3,13.673
1605.14999999909,2.349,-0.445,-0.247,13.673
1605.19999999909,2.269,-0.386,-0.214,13.673
1605.24999999909,2.426,-0.24,-0.069,13.656
1605.29999999909,2.538,-0.438,-0.086,13.624
1605.34999999909,2.497,-0.406,-0.079,13.597
1605.39999999909,2.424,-0.407,-0.144,13.58
1605.44999999909,2.418,-0.651,0.025,13.563
1605.49999999909,2.442,-0.585,0.128,13.572
1605.54999999909,2.455,-0.289,0.097,13.604
1605.59999999909,2.414,-0.245,0.095,13.584
1605.64999999909,2.404,-0.31,0.103,13.573
1605.69999999909,2.33,-0.335,0.094,13.519
1605.74999999909,2.28,-0.403,0.131,13.514
1605.79999999909,2.28,-0.277,0.06,13.499
1605.84999999909,2.254,-0.185,0.067,13.503
1605.89999999909,2.316,-0.479,0.123,13.523
1605.94999999909,2.054,-0.461,0.159,13.497
1605.99999999909,2.234,-0.271,0.014,13.523
1606.04999999909,2.086,-0.354,-0.006,13.55
1606.09999999909,1.998,-0.412,0.212,13.511
1606.14999999909,2.164,-0.211,0.285,13.597
1606.19999999909,2.276,-0.561,0.182,13.579
1606.24999999909,2.302,-0.78,-0.029,13.59
1606.29999999909,2.394,-0.878,-0.032,13.65
1606.34999999909,2.436,-0.76,0.023,13.636
1606.39999999909,2.504,-0.823,0.005,13.575
1606.44999999909,2.522,-0.823,0.094,13.567
1606.49999999909,2.553,-0.812,0.08,13.611
1606.54999999909,2.444,-0.758,0.059,13.622
1606.59999999909,2.443,-1.086,0.065,13.518
1606.64999999909,2.474,-1.105,0.067,13.665
1606.69999999909,2.458,-1.049,0.03,13.693
1606.74999999909,2.332,-1.192,0.089,13.688
1606.79999999909,2.175,-1.015,0.101,13.695
1606.84999999909,2.098,-0.676,0.065,13.648
1606.89999999909,2.137,-0.679,0.286,13.65
1606.94999999909,2.209,-0.45,0.063,13.668
1606.99999999909,2.46,-0.588,-0.22,13.683
1607.04999999909,2.448,-0.617,-0.166,13.682
1607.09999999909,2.466,-0.666,-0.124,13.685
1607.14999999909,2.328,-0.704,-0.047,13.72
1607.19999999909,2.397,-0.75,-0.09,13.612
1607.24999999909,2.142,-0.851,0.194,13.587
1607.29999999909,2.073,-0.886,0.152,13.523
1607.34999999909,2.193,-0.839,0.07,13.531
1607.39999999909,2.226,-0.839,0.106,13.546
1607.44999999909,2.19,-0.715,0.107,13.511
1607.49999999909,2.247,-0.691,0.145,13.481
1607.54999999909,2.248,-0.818,0.043,13.494
1607.59999999909,2.361,-0.738,-0.054,13.562
1607.64999999909,2.363,-0.917,-0.033,13.541
1607.69999999909,2.324,-0.785,-0.058,13.572
1607.74999999909,2.234,-0.712,-0.013,13.565
1607.79999999909,2.171,-0.637,-0.023,13.546
1607.84999999909,2.098,-0.452,0.133,13.526
1607.89999999909,2.174,-0.467,0.153,13.506
1607.94999999909,2.108,-0.456,0.255,13.464
1607.99999999909,2.205,-0.433,0.289,13.465
1608.04999999909,2.116,-0.455,0.388,13.459
1608.09999999909,2.2,-0.586,0.457,13.47
1608.14999999909,2.046,-0.222,0.359,13.406
1608.19999999909,2.235,-0.26,0.273,13.378
1608.24999999909,2.206,-0.438,0.431,13.362
1608.29999999909,2.066,-0.386,0.251,13.477
1608.34999999909,2.148,-0.105,0.242,13.55
1608.39999999909,2.156,-0.118,0.111,13.592
1608.44999999908,2.185,-0.212,0.087,13.587
1608.49999999908,2.157,-0.177,0.076,13.606
1608.54999999908,2.149,-0.152,0.133,13.59
1608.59999999908,2.314,-0.166,0.155,13.543
1608.64999999908,2.234,-0.247,0.133,13.55
1608.69999999908,2.265,-0.283,0.021,13.562
1608.74999999908,2.269,-0.324,-0.013,13.553
1608.79999999908,2.251,-0.563,0.035,13.518
1608.84999999908,2.132,-0.526,0.225,13.482
1608.89999999908,2.25,-0.469,0.204,13.524
1608.94999999908,2.385,-0.471,0.104,13.602
1608.99999999908,2.406,-0.352,0.125,13.614
1609.04999999908,2.443,-0.219,0.184,13.405
1609.09999999908,2.529,-0.28,0.227,13.364
1609.14999999908,2.578,-0.237,0.261,13.354
1609.19999999908,2.337,-0.26,0.234,13.372
1609.24999999908,2.302,-0.377,0.261,13.318
1609.29999999908,2.387,-0.297,0.183,13.293
1609.34999999908,2.354,-0.402,0.174,13.374
1609.39999999908,2.368,-0.558,0.347,13.334
1609.44999999908,2.333,-0.517,0.194,13.31
1609.49999999908,2.369,-0.486,0.257,13.29
1609.54999999908,2.443,-0.424,0.364,13.325
1609.59999999908,2.383,-0.303,0.581,13.324
1609.64999999908,2.25,-0.329,0.739,13.296
1609.69999999908,2.147,-0.032,0.577,13.391
1609.74999999908,2.242,0.015,0.499,13.42
1609.79999999908,2.124,-0.129,0.468,13.379
1609.84999999908,2.102,-0.417,0.36,13.334
1609.89999999908,2.099,-0.594,0.182,13.31
1609.94999999908,1.987,-0.565,0.168,13.367
1609.99999999908,1.883,-0.656,0.153,13.479
1610.04999999908,2.027,-0.624,0.172,13.394
1610.09999999908,1.821,-0.383,0.262,13.398
1610.14999999908,1.908,-0.268,0.356,13.356
1610.19999999908,2.12,-0.588,0.122,13.491
1610.24999999908,2.055,-0.7,0.209,13.619
1610.29999999908,2.154,-0.664,0.167,13.697
1610.34999999908,2.096,-0.576,0.156,13.666
1610.39999999908,2.168,-0.629,0.065,13.688
1610.44999999908,2.313,-0.715,0.077,13.717
1610.49999999908,2.421,-0.722,0.164,13.705
1610.54999999908,2.301,-0.694,0.188,13.732
1610.59999999908,2.304,-0.736,0.136,13.692
1610.64999999908,2.389,-0.832,0.079,13.692
1610.69999999908,2.098,-0.655,-0.162,13.687
1610.74999999908,2.083,-0.765,-0.079,13.677
1610.79999999908,2.178,-0.786,-0.034,13.683
1610.84999999908,2.156,-0.714,0.013,13.636
1610.89999999908,2.054,-0.705,0.097,13.585
1610.94999999908,2.086,-0.61,0.067,13.562
1610.99999999908,1.961,-0.462,0.065,13.573
1611.04999999908,1.948,-0.488,0.14,13.513
1611.09999999908,2.102,-0.199,0.246,13.464
1611.14999999908,1.998,-0.149,0.281,13.445
1611.19999999908,2.115,0.16,0.228,13.481
1611.24999999908,2.062,-0.111,0.235,13.428
1611.29999999908,1.829,-0.124,0.35,13.511
1611.34999999908,2.075,-0.168,0.238,13.437
1611.39999999908,2.083,-0.206,0.209,13.521
1611.44999999908,2.116,-0.263,0.107,13.524
1611.49999999908,2.109,-0.256,0.039,13.511
1611.54999999908,2.017,-0.372,0.05,13.506
1611.59999999908,2.114,-0.34,0.085,13.46
1611.64999999908,1.985,-0.385,0.244,13.496
1611.69999999908,1.981,-0.351,0.251,13.484
1611.74999999908,1.996,-0.372,0.138,13.509
1611.79999999908,1.988,-0.279,0.121,13.474
1611.84999999908,2.092,-0.206,0.083,13.276
1611.89999999908,2.106,-0.123,0.113,13.275
1611.94999999908,2.138,-0.131,0.239,13.342
1611.99999999908,2.328,0.046,0.394,13.308
1612.04999999908,2.313,-0.128,0.31,13.286
1612.09999999908,2.407,-0.128,0.384,13.342
1612.14999999908,2.51,-0.36,0.237,13.318
1612.19999999908,2.471,-0.332,0.241,13.418
1612.24999999908,2.566,-0.435,0.351,13.482
1612.29999999908,2.447,-0.445,0.162,13.406
1612.34999999908,2.399,-0.426,0.112,13.452
1612.39999999908,2.416,-0.502,0.095,13.476
1612.44999999908,2.422,-0.435,0.129,13.44
1612.49999999908,2.324,-0.244,0.048,13.445
1612.54999999908,2.232,-0.359,-0.083,13.464
1612.59999999908,2.195,-0.329,0.01,13.54
1612.64999999908,2.256,-0.383,0.123,13.519
1612.69999999908,2.193,-0.266,0.099,13.552
1612.74999999908,2.12,-0.343,-0.009,13.57
1612.79999999908,2.208,-0.368,-0.122,13.607
1612.84999999908,2.229,-0.326,-0.1,13.585
1612.89999999908,2.149,-0.312,0.007,13.53
1612.94999999908,1.978,-0.264,0.099,13.497
1612.99999999908,2.169,-0.183,-0.002,13.484
1613.04999999908,2.147,-0.238,-0.036,13.465
1613.09999999908,2.186,-0.34,-0.016,13.541
1613.14999999908,2.106,-0.329,-0.034,13.573
1613.19999999908,2.228,-0.197,-0.04,13.484
1613.24999999908,2.188,-0.298,-0.074,13.494
1613.29999999908,2.076,-0.329,0.04,13.563
1613.34999999908,2.047,-0.391,0.04,13.584
1613.39999999908,2.076,-0.501,-0.009,13.575
1613.44999999908,1.942,-0.533,-0.002,13.624
1613.49999999908,1.977,-0.579,-0.082,13.66
1613.54999999908,1.916,-0.502,-0.031,13.611
1613.59999999908,1.964,-0.477,-0.023,13.704
1613.64999999908,1.889,-0.387,-0.035,13.699
1613.69999999908,1.973,-0.597,-0.045,13.766
1613.74999999908,1.941,-0.403,0.081,13.677
1613.79999999908,1.85,-0.549,0.108,14.018
1613.84999999908,1.936,-0.39,0.056,13.705
1613.89999999908,2.006,-0.494,0.114,13.658
1613.94999999908,1.918,-0.383,0.168,13.57
1613.99999999908,1.978,-0.327,0.194,13.558
1614.04999999908,1.927,-0.302,0.185,13.546
1614.09999999908,2.111,-0.483,0.205,13.425
1614.14999999908,2.124,-0.422,0.39,13.322
1614.19999999908,2.027,-0.396,0.403,13.305
1614.24999999908,2.097,-0.333,0.383,13.261
1614.29999999908,2.168,-0.405,0.359,13.258
1614.34999999908,2.116,-0.619,0.338,13.253
1614.39999999908,2.271,-0.276,0.313,13.234
1614.44999999908,2.256,-0.307,0.445,13.244
1614.49999999908,2.03,-0.145,0.279,13.325
1614.54999999908,2.217,-0.325,0.17,13.405
1614.59999999908,2.157,-0.393,0.197,13.393
1614.64999999908,2.164,-0.357,0.193,13.641
1614.69999999908,2.249,-0.424,0.139,13.868
1614.74999999908,2.189,-0.42,0.152,13.835
1614.79999999908,2.156,-0.49,0.165,13.852
1614.84999999908,2.204,-0.515,0.058,13.7
1614.89999999908,2.37,-0.522,0.023,13.501
1614.94999999908,2.296,-0.32,-0.031,13.526
1614.99999999908,2.146,-0.344,0.067,13.526
1615.04999999908,2.181,-0.456,0.101,13.44
1615.09999999908,2.076,-0.305,-0.03,13.423
1615.14999999908,1.952,-0.101,-0.134,13.423
1615.19999999908,2.046,-0.359,0.111,13.393
1615.24999999908,2.347,-0.197,0.276,13.367
1615.29999999908,2.358,-0.278,0.364,13.352
1615.34999999908,2.24,0.069,0.261,13.317
1615.39999999908,2.378,-0.07,0.128,13.283
1615.44999999908,2.372,-0.384,0.494,13.231
1615.49999999908,2.126,-0.442,0.423,13.232
1615.54999999908,2.189,-0.327,0.406,13.126
1615.59999999908,2.051,-0.451,0.446,13.129
1615.64999999908,1.913,-0.531,0.5,13.143
1615.69999999908,1.968,-0.159,0.403,13.134
1615.74999999908,2.16,-0.124,0.211,13.151
1615.79999999908,2.213,-0.059,0.241,13.183
1615.84999999908,2.047,-0.089,0.27,13.178
1615.89999999908,1.93,-0.064,0.276,13.187
1615.94999999908,2.181,-0.145,0.213,13.312
1615.99999999908,2.126,-0.155,0.219,13.379
1616.04999999908,2.407,0.025,0.052,13.624
1616.09999999908,2.266,0.189,0.062,13.631
1616.14999999908,2.336,-0.065,0.047,13.513
1616.19999999908,2.484,-0.073,0.003,13.506
1616.24999999908,2.209,0.117,0.278,13.579
1616.29999999908,2.248,0.103,0.352,13.587
1616.34999999908,2.168,0.013,0.374,13.509
1616.39999999908,2.13,-0.133,0.356,13.521
1616.44999999908,2.207,0.013,0.414,13.447
1616.49999999908,1.985,-0.071,0.23,13.329
1616.54999999908,2.022,0.123,0.293,13.28
1616.59999999908,2.076,-0.089,0.173,13.307
1616.64999999908,2.085,-0.186,0.22,13.318
1616.69999999908,2.17,-0.212,0.371,13.41
1616.74999999908,2.054,-0.676,0.471,13.374
1616.79999999908,1.984,-0.656,0.439,13.428
1616.84999999908,1.913,-0.779,0.237,13.273
1616.89999999908,2.091,-0.783,0.29,13.318
1616.94999999908,1.966,-0.715,0.276,13.33
1616.99999999908,2.016,-0.803,0.249,13.367
1617.04999999908,1.972,-0.535,0.447,13.29
1617.09999999908,1.86,-0.697,0.139,13.374
1617.14999999908,1.902,-0.62,-0.155,13.293
1617.19999999908,2.079,-0.602,-0.106,13.278
1617.24999999908,2.151,-0.773,0.041,13.372
1617.29999999908,2.091,-0.713,0.048,13.362
1617.34999999908,2.146,-0.779,-0.21,13.356
1617.39999999908,2.077,-0.706,-0.245,13.29
1617.44999999908,2.125,-0.721,0.228,13.296
1617.49999999908,2.157,-0.486,-0.073,13.276
1617.54999999908,2.133,-0.214,0.175,13.246
1617.59999999908,2.134,-0.066,0.102,13.143
1617.64999999908,2.164,-0.095,0.064,13.234
1617.69999999908,2.355,0.061,0.114,13.315
1617.74999999908,2.278,0.002,0.079,13.43
1617.79999999908,2.423,-0.114,-0.162,13.519
1617.84999999908,2.556,-0.031,-0.087,13.374
1617.89999999908,2.618,-0.63,0.159,13.239
1617.94999999908,2.436,-0.33,0.306,13.199
1617.99999999908,2.476,-0.369,-0.031,13.671
1618.04999999908,2.807,-0.294,-0.097,14.145
1618.09999999908,2.857,-0.181,-0.116,14.157
1618.14999999908,2.877,-0.14,-0.132,14.163
1618.19999999908,2.826,-0.027,0.047,14.15
1618.24999999908,2.891,0.062,0.047,14.153
1618.29999999908,2.835,0.186,-0.136,14.187
1618.34999999908,2.838,0.055,-0.25,14.158
1618.39999999908,2.783,0.02,-0.228,14.162
1618.44999999908,2.786,0.108,-0.26,14.108
1618.49999999908,2.697,0.188,-0.25,14.047
1618.54999999908,2.598,0.069,-0.359,14.004
1618.59999999908,2.933,-0.156,-0.167,13.937
1618.64999999908,2.961,-0.387,-0.327,13.969
1618.69999999908,3.004,-0.424,-0.193,13.952
1618.74999999908,3.075,-0.498,-0.103,13.986
1618.79999999908,3.227,-0.667,-0.149,14.015
1618.84999999908,3.031,-0.513,-0.064,13.989
1618.89999999908,3.003,-0.707,-0.147,13.988
1618.94999999908,2.84,-0.628,-0.258,13.993
1618.99999999908,2.927,-0.646,-0.292,13.96
1619.04999999908,2.68,-0.663,-0.388,13.994
1619.09999999908,2.565,-0.51,-0.387,13.925
1619.14999999908,2.583,-0.674,-0.252,13.874
1619.19999999908,2.496,-0.641,-0.031,13.881
1619.24999999908,2.331,-0.624,0.026,13.866
1619.29999999908,2.673,-1.146,0.294,13.969
1619.34999999908,2.563,-0.542,0.38,13.879
1619.39999999908,2.482,0.278,-0.128,13.95
1619.44999999907,2.826,-0.325,-0.133,13.884
1619.49999999907,2.943,-0.442,-0.155,13.807
1619.54999999907,2.896,-0.481,0.07,13.785
1619.59999999907,2.824,-0.6,0.051,13.579
1619.64999999907,2.731,-0.512,0.036,13.546
1619.69999999907,2.702,-0.349,0.167,13.496
1619.74999999907,2.928,-0.432,0.223,13.633
1619.79999999907,2.631,-0.728,0.384,13.692
1619.84999999907,2.809,-0.655,0.23,13.543
1619.89999999907,2.668,-0.537,0.287,13.589
1619.94999999907,2.516,-0.513,0.308,13.759
1619.99999999907,2.667,-0.711,0.041,13.949
1620.04999999907,2.691,-0.547,0.061,13.989
1620.09999999907,2.833,-0.613,0.153,13.991
1620.14999999907,2.463,-0.559,0.267,13.977
1620.19999999907,2.493,-0.63,0.292,13.886
1620.24999999907,2.326,-0.425,0.283,13.744
1620.29999999907,2.222,-0.641,0.445,13.753
1620.34999999907,2.193,-0.604,0.447,13.781
1620.39999999907,2.048,-0.505,0.325,13.812
1620.44999999907,2.427,-0.282,0.21,13.638
1620.49999999907,2.447,-0.09,0.206,13.741
1620.54999999907,2.42,-0.208,0.241,13.955
1620.59999999907,2.392,-0.31,0.336,13.999
1620.64999999907,2.28,-0.296,0.328,14.116
1620.69999999907,2.26,-0.433,0.336,14.119
1620.74999999907,2.287,-0.328,0.287,14.097
1620.79999999907,2.267,-0.328,0.296,14.165
1620.84999999907,2.288,-0.227,0.34,14.172
1620.89999999907,2.323,-0.186,0.351,14.059
1620.94999999907,2.308,-0.19,0.259,14.052
1620.99999999907,2.343,-0.233,0.21,13.898
1621.04999999907,2.523,-0.024,0.162,13.861
1621.09999999907,2.448,0.004,0.166,13.862
1621.14999999907,2.583,0.089,0.284,13.837
1621.19999999907,2.571,0.351,0.26,13.878
1621.24999999907,2.563,0.234,0.344,13.913
1621.29999999907,2.6,0.206,0.267,13.937
1621.34999999907,2.647,0.193,0.237,13.908
1621.39999999907,2.771,0.065,0.489,13.842
1621.44999999907,2.649,-0.112,0.559,13.834
1621.49999999907,2.42,-0.112,0.517,13.829
1621.54999999907,2.366,0.025,0.496,13.879
1621.59999999907,2.419,-0.069,0.43,13.883
1621.64999999907,2.308,0.038,0.455,13.886
1621.69999999907,2.33,0.049,0.427,13.849
1621.74999999907,2.378,-0.054,0.458,13.807
1621.79999999907,2.492,0.024,0.393,13.835
1621.84999999907,2.253,-0.22,0.53,13.82
1621.89999999907,2.21,-0.382,0.365,13.819
1621.94999999907,2.289,-0.311,0.613,13.771
1621.99999999907,2.266,-0.342,0.371,13.776
1622.04999999907,2.274,-0.612,0.178,13.758
1622.09999999907,2.471,-0.622,0.127,13.717
1622.14999999907,2.656,-0.463,0.305,13.729
1622.19999999907,2.576,-0.413,0.328,13.758
1622.24999999907,2.486,-0.376,0.245,13.769
1622.29999999907,2.442,-0.392,0.207,13.771
1622.34999999907,2.512,-0.529,0.243,13.768
1622.39999999907,2.267,-0.443,0.26,13.737
1622.44999999907,2.079,-0.247,0.35,13.732
1622.49999999907,2.126,-0.315,0.303,13.687
1622.54999999907,2.354,-0.357,0.389,13.715
1622.59999999907,2.393,-0.472,0.299,13.655
1622.64999999907,2.298,-0.53,0.29,13.643
1622.69999999907,2.457,-0.686,0.38,13.599
1622.74999999907,2.352,-0.549,0.32,13.629
1622.79999999907,2.536,-0.467,0.25,13.663
1622.84999999907,2.582,-0.41,0.257,13.634
1622.89999999907,2.773,-0.683,0.25,13.582
1622.94999999907,2.619,-0.561,-0.009,13.678
1622.99999999907,2.794,-0.44,0.045,13.624
1623.04999999907,3.057,-0.417,0.038,13.785
1623.09999999907,2.965,-0.343,0.121,13.825
1623.14999999907,2.937,-0.369,0.104,13.847
1623.19999999907,2.877,-0.409,0.138,13.763
1623.24999999907,2.751,-0.591,-0.024,13.778
1623.29999999907,2.737,-0.664,-0.042,13.729
1623.34999999907,2.858,-0.762,0.045,13.626
1623.39999999907,2.832,-0.65,-0.024,13.709
1623.44999999907,2.684,-0.699,0.176,13.628
1623.49999999907,2.753,-0.67,-0.005,13.715
1623.54999999907,2.722,-0.649,0.08,13.629
1623.59999999907,2.486,-0.601,0.296,13.611
1623.64999999907,2.54,-0.698,0.159,13.648
1623.69999999907,2.58,-0.694,0.122,13.648
1623.74999999907,2.574,-0.763,0.097,13.604
1623.79999999907,2.569,-0.824,0.069,13.648
1623.84999999907,2.507,-0.826,0.122,13.704
1623.89999999907,2.534,-0.704,0.007,13.781
1623.94999999907,2.478,-0.733,0.001,13.775
1623.99999999907,2.6,-0.631,0.095,13.715
1624.04999999907,2.555,-0.595,0.052,13.72
1624.09999999907,2.619,-0.705,0.079,13.699
1624.14999999907,2.5,-0.6,0.225,13.655
1624.19999999907,2.489,-0.632,0.247,13.653
1624.24999999907,2.365,-0.652,0.2,13.675
1624.29999999907,2.414,-0.65,0.167,13.746
1624.34999999907,2.577,-0.783,0.296,13.626
1624.39999999907,2.503,-0.672,0.305,13.624
1624.44999999907,2.447,-0.529,0.272,13.656
1624.49999999907,2.474,-0.689,0.307,13.671
1624.54999999907,2.541,-0.815,0.232,13.673
1624.59999999907,2.534,-0.692,0.2,13.653
1624.64999999907,2.526,-0.823,0.24,13.682
1624.69999999907,2.394,-0.7,0.236,13.683
1624.74999999907,2.47,-0.702,0.222,13.741
1624.79999999907,2.448,-0.811,0.154,13.793
1624.84999999907,2.491,-0.831,0.154,13.793
1624.89999999907,2.512,-0.845,0.257,13.766
1624.94999999907,2.45,-0.84,0.252,13.729
1624.99999999907,2.266,-0.794,0.254,13.773
1625.04999999907,2.351,-0.7,0.276,13.744
1625.09999999907,2.401,-0.68,0.285,13.72
1625.14999999907,2.273,-0.738,0.301,13.668
1625.19999999907,2.332,-0.692,0.311,13.666
1625.24999999907,2.387,-0.826,0.361,13.663
1625.29999999907,2.328,-0.869,0.29,13.562
1625.34999999907,2.429,-0.784,0.255,13.665
1625.39999999907,2.418,-0.797,0.235,13.606
